;Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
2088;raw_000000_002088.ppm;69;72;7;7;63;66;0
2089;raw_000000_002089.ppm;68;71;6;6;62;65;0
2090;raw_000000_002090.ppm;71;72;7;7;65;66;0
2091;raw_000000_002091.ppm;72;76;6;7;66;70;0
2092;raw_000000_002092.ppm;73;75;7;6;67;69;0
2093;raw_000000_002093.ppm;77;81;7;7;71;74;0
2094;raw_000000_002094.ppm;81;84;8;8;74;77;0
2095;raw_000000_002095.ppm;81;84;8;8;74;77;0
2096;raw_000000_002096.ppm;85;87;8;7;78;80;0
2097;raw_000000_002097.ppm;87;87;8;7;80;80;0
2098;raw_000000_002098.ppm;92;94;8;9;84;86;0
2099;raw_000000_002099.ppm;97;104;9;10;89;95;0
2100;raw_000001_000000.ppm;25;25;5;5;20;20;1
2101;raw_000001_000001.ppm;26;27;5;6;21;22;1
2102;raw_000001_000002.ppm;26;28;5;6;21;22;1
2103;raw_000001_000003.ppm;28;28;5;5;23;23;1
2104;raw_000001_000004.ppm;29;29;5;5;23;23;1
2105;raw_000001_000005.ppm;29;29;5;5;24;24;1
2106;raw_000001_000006.ppm;27;30;5;6;22;25;1
2107;raw_000001_000007.ppm;29;30;5;6;24;25;1
2108;raw_000001_000008.ppm;31;31;5;6;26;26;1
2109;raw_000001_000009.ppm;33;31;6;5;28;26;1
2110;raw_000001_000010.ppm;35;33;5;5;29;28;1
2111;raw_000001_000011.ppm;38;37;6;6;32;31;1
2112;raw_000001_000012.ppm;37;37;5;6;32;32;1
2113;raw_000001_000013.ppm;38;38;5;5;33;32;1
2114;raw_000001_000014.ppm;40;40;5;6;34;35;1
2115;raw_000001_000015.ppm;41;39;5;5;35;34;1
2116;raw_000001_000016.ppm;42;40;5;5;37;35;1
2117;raw_000001_000017.ppm;46;43;6;5;40;37;1
2118;raw_000001_000018.ppm;47;45;6;6;42;40;1
2119;raw_000001_000019.ppm;49;48;5;6;43;42;1
2120;raw_000001_000020.ppm;53;51;6;6;48;46;1
2121;raw_000001_000021.ppm;55;51;6;6;49;46;1
2122;raw_000001_000022.ppm;56;53;6;6;51;48;1
2123;raw_000001_000023.ppm;58;56;6;5;53;50;1
2124;raw_000001_000024.ppm;60;58;5;5;55;53;1
2125;raw_000001_000025.ppm;67;62;6;6;61;57;1
2126;raw_000001_000026.ppm;73;70;7;6;66;64;1
2127;raw_000001_000027.ppm;79;75;7;7;72;69;1
2128;raw_000001_000028.ppm;87;83;8;8;80;76;1
2129;raw_000001_000029.ppm;95;89;8;8;86;81;1
2130;raw_000001_000030.ppm;26;29;5;6;20;24;1
2131;raw_000001_000031.ppm;26;30;5;6;21;25;1
2132;raw_000001_000032.ppm;26;30;5;6;21;25;1
2133;raw_000001_000033.ppm;28;30;6;5;23;25;1
2134;raw_000001_000034.ppm;29;32;5;6;23;26;1
2135;raw_000001_000035.ppm;32;32;6;6;27;27;1
2136;raw_000001_000036.ppm;32;33;5;5;27;28;1
2137;raw_000001_000037.ppm;33;35;5;6;28;30;1
2138;raw_000001_000038.ppm;33;33;6;5;28;28;1
2139;raw_000001_000039.ppm;33;35;5;5;28;29;1
2140;raw_000001_000040.ppm;36;37;6;6;31;32;1
2141;raw_000001_000041.ppm;39;41;5;6;34;36;1
2142;raw_000001_000042.ppm;40;41;5;5;35;36;1
2143;raw_000001_000043.ppm;40;42;5;5;35;36;1
2144;raw_000001_000044.ppm;44;45;5;6;39;40;1
2145;raw_000001_000045.ppm;45;45;5;6;40;40;1
2146;raw_000001_000046.ppm;49;48;6;5;44;42;1
2147;raw_000001_000047.ppm;50;50;5;6;45;45;1
2148;raw_000001_000048.ppm;53;52;5;5;47;46;1
2149;raw_000001_000049.ppm;57;55;6;6;51;50;1
2150;raw_000001_000050.ppm;58;59;6;6;52;53;1
2151;raw_000001_000051.ppm;61;61;6;5;56;55;1
2152;raw_000001_000052.ppm;68;64;6;5;62;59;1
2153;raw_000001_000053.ppm;74;72;7;7;68;66;1
2154;raw_000001_000054.ppm;82;79;8;7;75;72;1
2155;raw_000001_000055.ppm;86;84;7;8;79;77;1
2156;raw_000001_000056.ppm;97;94;8;9;88;85;1
2157;raw_000001_000057.ppm;106;98;9;8;96;89;1
2158;raw_000001_000058.ppm;120;108;11;9;110;98;1
2159;raw_000001_000059.ppm;131;118;12;10;120;108;1
2160;raw_000001_000060.ppm;38;36;6;5;33;31;1
2161;raw_000001_000061.ppm;38;36;6;5;33;31;1
2162;raw_000001_000062.ppm;39;36;6;5;33;31;1
2163;raw_000001_000063.ppm;38;36;5;5;33;31;1
2164;raw_000001_000064.ppm;40;38;6;5;34;32;1
2165;raw_000001_000065.ppm;41;39;6;6;35;34;1
2166;raw_000001_000066.ppm;41;39;5;5;36;34;1
2167;raw_000001_000067.ppm;42;39;6;5;37;34;1
2168;raw_000001_000068.ppm;42;39;6;5;37;33;1
2169;raw_000001_000069.ppm;42;39;6;6;37;34;1
2170;raw_000001_000070.ppm;43;41;5;6;38;36;1
2171;raw_000001_000071.ppm;45;43;6;6;40;38;1
2172;raw_000001_000072.ppm;45;44;6;5;40;39;1
2173;raw_000001_000073.ppm;45;44;6;5;40;39;1
2174;raw_000001_000074.ppm;45;44;6;5;40;39;1
2175;raw_000001_000075.ppm;44;44;5;5;39;39;1
2176;raw_000001_000076.ppm;48;48;6;5;43;43;1
2177;raw_000001_000077.ppm;48;50;5;6;42;44;1
2178;raw_000001_000078.ppm;49;51;5;6;44;45;1
2179;raw_000001_000079.ppm;51;52;5;6;46;47;1
2180;raw_000001_000080.ppm;52;52;5;5;47;47;1
2181;raw_000001_000081.ppm;54;54;5;5;48;49;1
2182;raw_000001_000082.ppm;55;56;5;5;50;51;1
2183;raw_000001_000083.ppm;58;59;5;6;52;54;1
2184;raw_000001_000084.ppm;60;60;5;5;55;55;1
2185;raw_000001_000085.ppm;62;63;5;5;57;58;1
2186;raw_000001_000086.ppm;64;69;5;7;59;62;1
2187;raw_000001_000087.ppm;70;71;7;6;63;64;1
2188;raw_000001_000088.ppm;70;73;6;6;64;67;1
2189;raw_000001_000089.ppm;75;80;7;7;69;72;1
2190;raw_000001_000090.ppm;26;26;6;5;21;21;1
2191;raw_000001_000091.ppm;27;28;5;5;22;23;1
2192;raw_000001_000092.ppm;28;28;6;5;23;23;1
2193;raw_000001_000093.ppm;30;30;6;5;25;25;1
2194;raw_000001_000094.ppm;30;30;6;5;25;25;1
2195;raw_000001_000095.ppm;30;31;5;5;25;26;1
2196;raw_000001_000096.ppm;32;35;5;6;27;30;1
2197;raw_000001_000097.ppm;34;36;5;5;29;31;1
2198;raw_000001_000098.ppm;35;38;5;5;30;32;1
2199;raw_000001_000099.ppm;39;39;6;6;34;34;1
2200;raw_000001_000100.ppm;41;41;6;6;36;36;1
2201;raw_000001_000101.ppm;43;42;6;5;38;37;1
2202;raw_000001_000102.ppm;50;45;5;5;45;40;1
2203;raw_000001_000103.ppm;53;48;6;6;47;43;1
2204;raw_000001_000104.ppm;57;54;5;6;52;49;1
2205;raw_000001_000105.ppm;60;58;5;6;55;53;1
2206;raw_000001_000106.ppm;65;62;6;6;59;57;1
2207;raw_000001_000107.ppm;74;69;6;7;68;63;1
2208;raw_000001_000108.ppm;81;73;8;6;74;66;1
2209;raw_000001_000109.ppm;84;75;7;6;77;69;1
2210;raw_000001_000110.ppm;92;83;8;7;84;76;1
2211;raw_000001_000111.ppm;97;89;8;7;89;81;1
2212;raw_000001_000112.ppm;106;95;9;8;97;87;1
2213;raw_000001_000113.ppm;112;106;10;10;103;97;1
2214;raw_000001_000114.ppm;120;110;11;10;110;101;1
2215;raw_000001_000115.ppm;131;119;12;11;120;109;1
2216;raw_000001_000116.ppm;144;129;12;11;132;118;1
2217;raw_000001_000117.ppm;167;146;15;12;152;134;1
2218;raw_000001_000118.ppm;190;168;16;14;173;154;1
2219;raw_000001_000119.ppm;224;201;19;18;205;184;1
2220;raw_000001_000120.ppm;27;25;6;5;22;20;1
2221;raw_000001_000121.ppm;30;27;5;6;25;22;1
2222;raw_000001_000122.ppm;31;28;5;6;26;22;1
2223;raw_000001_000123.ppm;31;28;5;6;26;23;1
2224;raw_000001_000124.ppm;33;27;6;5;28;21;1
2225;raw_000001_000125.ppm;35;28;6;5;30;23;1
2226;raw_000001_000126.ppm;33;29;5;6;28;24;1
2227;raw_000001_000127.ppm;32;30;5;6;27;24;1
2228;raw_000001_000128.ppm;34;31;6;6;29;26;1
2229;raw_000001_000129.ppm;34;32;5;6;29;27;1
2230;raw_000001_000130.ppm;36;34;5;6;31;29;1
2231;raw_000001_000131.ppm;37;35;6;6;32;30;1
2232;raw_000001_000132.ppm;38;34;6;5;33;29;1
2233;raw_000001_000133.ppm;40;37;6;6;35;32;1
2234;raw_000001_000134.ppm;39;37;5;5;34;32;1
2235;raw_000001_000135.ppm;43;40;6;6;38;34;1
2236;raw_000001_000136.ppm;44;40;6;6;39;35;1
2237;raw_000001_000137.ppm;47;40;5;5;42;35;1
2238;raw_000001_000138.ppm;47;42;5;5;42;37;1
2239;raw_000001_000139.ppm;51;47;5;6;46;41;1
2240;raw_000001_000140.ppm;57;48;5;5;51;43;1
2241;raw_000001_000141.ppm;60;52;6;6;55;47;1
2242;raw_000001_000142.ppm;61;55;5;6;56;50;1
2243;raw_000001_000143.ppm;70;60;7;5;64;54;1
2244;raw_000001_000144.ppm;75;63;7;5;69;57;1
2245;raw_000001_000145.ppm;83;72;7;7;76;66;1
2246;raw_000001_000146.ppm;94;81;9;7;86;74;1
2247;raw_000001_000147.ppm;116;96;11;8;106;88;1
2248;raw_000001_000148.ppm;130;117;11;11;119;107;1
2249;raw_000001_000149.ppm;154;136;13;11;141;125;1
2250;raw_000001_000150.ppm;27;29;5;6;22;24;1
2251;raw_000001_000151.ppm;29;29;6;5;24;24;1
2252;raw_000001_000152.ppm;29;29;6;5;24;24;1
2253;raw_000001_000153.ppm;29;30;5;5;24;25;1
2254;raw_000001_000154.ppm;31;31;6;5;26;26;1
2255;raw_000001_000155.ppm;30;30;5;5;24;25;1
2256;raw_000001_000156.ppm;31;32;5;5;26;27;1
2257;raw_000001_000157.ppm;32;33;6;6;27;28;1
2258;raw_000001_000158.ppm;32;33;5;5;27;28;1
2259;raw_000001_000159.ppm;32;34;5;6;27;29;1
2260;raw_000001_000160.ppm;33;33;5;5;27;28;1
2261;raw_000001_000161.ppm;36;35;6;5;31;30;1
2262;raw_000001_000162.ppm;39;34;6;5;34;29;1
2263;raw_000001_000163.ppm;38;37;5;6;33;32;1
2264;raw_000001_000164.ppm;41;39;5;6;36;34;1
2265;raw_000001_000165.ppm;45;43;6;6;40;38;1
2266;raw_000001_000166.ppm;47;44;6;5;42;39;1
2267;raw_000001_000167.ppm;46;44;5;5;41;39;1
2268;raw_000001_000168.ppm;52;46;6;5;47;41;1
2269;raw_000001_000169.ppm;54;49;5;6;49;44;1
2270;raw_000001_000170.ppm;56;51;5;6;51;46;1
2271;raw_000001_000171.ppm;59;55;5;5;54;50;1
2272;raw_000001_000172.ppm;62;57;6;6;57;52;1
2273;raw_000001_000173.ppm;69;60;7;5;63;55;1
2274;raw_000001_000174.ppm;77;68;7;6;71;62;1
2275;raw_000001_000175.ppm;82;75;7;7;75;69;1
2276;raw_000001_000176.ppm;90;87;8;8;82;79;1
2277;raw_000001_000177.ppm;97;98;8;8;89;90;1
2278;raw_000001_000178.ppm;111;116;9;11;102;106;1
2279;raw_000001_000179.ppm;131;136;11;11;120;125;1
2280;raw_000001_000180.ppm;28;26;5;6;23;21;1
2281;raw_000001_000181.ppm;28;26;6;6;23;21;1
2282;raw_000001_000182.ppm;28;26;6;5;23;21;1
2283;raw_000001_000183.ppm;29;29;5;6;24;24;1
2284;raw_000001_000184.ppm;30;30;5;6;25;25;1
2285;raw_000001_000185.ppm;32;30;6;5;26;24;1
2286;raw_000001_000186.ppm;33;31;6;5;28;26;1
2287;raw_000001_000187.ppm;32;31;5;5;27;26;1
2288;raw_000001_000188.ppm;34;33;6;6;29;28;1
2289;raw_000001_000189.ppm;34;32;5;6;29;27;1
2290;raw_000001_000190.ppm;35;32;5;5;30;26;1
2291;raw_000001_000191.ppm;36;33;5;6;31;28;1
2292;raw_000001_000192.ppm;38;35;6;6;33;30;1
2293;raw_000001_000193.ppm;40;36;6;6;35;31;1
2294;raw_000001_000194.ppm;41;38;6;6;36;33;1
2295;raw_000001_000195.ppm;42;38;5;5;37;33;1
2296;raw_000001_000196.ppm;45;41;5;6;39;35;1
2297;raw_000001_000197.ppm;46;41;5;5;41;36;1
2298;raw_000001_000198.ppm;49;43;6;5;44;38;1
2299;raw_000001_000199.ppm;51;46;5;6;45;41;1
2300;raw_000001_000200.ppm;53;46;5;5;48;41;1
2301;raw_000001_000201.ppm;56;49;5;6;50;44;1
2302;raw_000001_000202.ppm;57;51;5;5;52;46;1
2303;raw_000001_000203.ppm;60;53;6;5;55;48;1
2304;raw_000001_000204.ppm;64;55;6;5;59;50;1
2305;raw_000001_000205.ppm;65;58;6;5;60;52;1
2306;raw_000001_000206.ppm;72;62;7;6;66;57;1
2307;raw_000001_000207.ppm;76;68;7;7;70;62;1
2308;raw_000001_000208.ppm;76;69;6;6;70;63;1
2309;raw_000001_000209.ppm;84;75;7;7;77;69;1
2310;raw_000001_000210.ppm;35;34;6;6;30;29;1
2311;raw_000001_000211.ppm;38;35;6;5;33;30;1
2312;raw_000001_000212.ppm;38;35;6;5;33;30;1
2313;raw_000001_000213.ppm;40;36;6;5;34;31;1
2314;raw_000001_000214.ppm;40;38;6;6;35;33;1
2315;raw_000001_000215.ppm;39;38;5;5;34;32;1
2316;raw_000001_000216.ppm;41;40;6;6;36;35;1
2317;raw_000001_000217.ppm;41;40;6;6;36;35;1
2318;raw_000001_000218.ppm;41;39;6;5;36;34;1
2319;raw_000001_000219.ppm;42;39;6;6;37;34;1
2320;raw_000001_000220.ppm;42;41;5;6;37;35;1
2321;raw_000001_000221.ppm;44;41;6;6;39;36;1
2322;raw_000001_000222.ppm;44;41;5;5;39;36;1
2323;raw_000001_000223.ppm;48;44;6;6;43;39;1
2324;raw_000001_000224.ppm;48;43;6;5;43;38;1
2325;raw_000001_000225.ppm;49;44;6;5;44;39;1
2326;raw_000001_000226.ppm;50;45;6;5;45;40;1
2327;raw_000001_000227.ppm;52;46;6;5;47;41;1
2328;raw_000001_000228.ppm;52;48;5;5;47;42;1
2329;raw_000001_000229.ppm;54;49;5;5;49;44;1
2330;raw_000001_000230.ppm;56;50;6;5;51;45;1
2331;raw_000001_000231.ppm;58;52;6;5;53;47;1
2332;raw_000001_000232.ppm;58;54;5;6;53;49;1
2333;raw_000001_000233.ppm;61;56;6;6;56;51;1
2334;raw_000001_000234.ppm;64;57;6;5;59;52;1
2335;raw_000001_000235.ppm;63;59;5;6;58;54;1
2336;raw_000001_000236.ppm;64;60;6;6;59;55;1
2337;raw_000001_000237.ppm;65;60;6;6;60;55;1
2338;raw_000001_000238.ppm;70;63;6;5;63;57;1
2339;raw_000001_000239.ppm;72;67;6;6;66;61;1
2340;raw_000001_000240.ppm;40;44;6;6;35;39;1
2341;raw_000001_000241.ppm;41;45;6;6;36;40;1
2342;raw_000001_000242.ppm;42;46;6;6;37;41;1
2343;raw_000001_000243.ppm;40;47;5;6;35;41;1
2344;raw_000001_000244.ppm;42;48;6;6;36;42;1
2345;raw_000001_000245.ppm;43;47;6;5;37;42;1
2346;raw_000001_000246.ppm;44;49;6;6;39;44;1
2347;raw_000001_000247.ppm;45;49;6;5;40;44;1
2348;raw_000001_000248.ppm;46;52;6;5;41;47;1
2349;raw_000001_000249.ppm;46;53;5;5;40;47;1
2350;raw_000001_000250.ppm;48;55;6;6;43;50;1
2351;raw_000001_000251.ppm;48;57;6;6;43;51;1
2352;raw_000001_000252.ppm;49;57;6;6;44;52;1
2353;raw_000001_000253.ppm;49;59;5;6;43;54;1
2354;raw_000001_000254.ppm;49;60;5;5;44;55;1
2355;raw_000001_000255.ppm;51;61;6;5;46;56;1
2356;raw_000001_000256.ppm;53;62;6;5;48;56;1
2357;raw_000001_000257.ppm;55;60;6;5;50;55;1
2358;raw_000001_000258.ppm;56;65;6;5;51;59;1
2359;raw_000001_000259.ppm;57;68;6;6;52;62;1
2360;raw_000001_000260.ppm;59;73;6;6;54;66;1
2361;raw_000001_000261.ppm;60;77;6;7;54;71;1
2362;raw_000001_000262.ppm;59;79;5;7;53;72;1
2363;raw_000001_000263.ppm;60;83;6;8;55;76;1
2364;raw_000001_000264.ppm;62;86;5;8;57;79;1
2365;raw_000001_000265.ppm;64;92;6;8;59;84;1
2366;raw_000001_000266.ppm;65;96;6;9;60;88;1
2367;raw_000001_000267.ppm;68;100;6;9;62;92;1
2368;raw_000001_000268.ppm;70;107;6;9;64;98;1
2369;raw_000001_000269.ppm;71;111;6;10;65;102;1
2370;raw_000001_000270.ppm;29;28;6;5;24;23;1
2371;raw_000001_000271.ppm;29;28;5;5;24;22;1
2372;raw_000001_000272.ppm;32;29;5;5;27;24;1
2373;raw_000001_000273.ppm;30;30;6;6;25;24;1
2374;raw_000001_000274.ppm;30;30;5;6;25;25;1
2375;raw_000001_000275.ppm;33;29;6;5;28;24;1
2376;raw_000001_000276.ppm;32;31;5;5;26;26;1
2377;raw_000001_000277.ppm;33;33;5;6;27;27;1
2378;raw_000001_000278.ppm;34;33;5;5;29;28;1
2379;raw_000001_000279.ppm;36;34;6;6;30;29;1
2380;raw_000001_000280.ppm;37;37;5;6;32;32;1
2381;raw_000001_000281.ppm;38;39;5;6;33;33;1
2382;raw_000001_000282.ppm;41;39;6;5;36;34;1
2383;raw_000001_000283.ppm;43;40;6;5;38;35;1
2384;raw_000001_000284.ppm;42;42;5;6;37;36;1
2385;raw_000001_000285.ppm;44;42;5;5;38;36;1
2386;raw_000001_000286.ppm;46;43;6;5;40;37;1
2387;raw_000001_000287.ppm;49;46;6;5;44;41;1
2388;raw_000001_000288.ppm;50;49;5;6;45;44;1
2389;raw_000001_000289.ppm;53;52;6;6;48;46;1
2390;raw_000001_000290.ppm;56;53;6;6;51;48;1
2391;raw_000001_000291.ppm;60;55;5;5;55;50;1
2392;raw_000001_000292.ppm;63;60;6;6;58;54;1
2393;raw_000001_000293.ppm;68;61;7;5;62;56;1
2394;raw_000001_000294.ppm;69;64;7;6;63;59;1
2395;raw_000001_000295.ppm;71;65;7;6;64;60;1
2396;raw_000001_000296.ppm;74;71;7;7;68;65;1
2397;raw_000001_000297.ppm;75;73;6;7;69;67;1
2398;raw_000001_000298.ppm;76;75;6;7;70;68;1
2399;raw_000001_000299.ppm;83;80;7;8;76;73;1
2400;raw_000001_000300.ppm;31;32;6;6;26;27;1
2401;raw_000001_000301.ppm;30;32;5;6;25;27;1
2402;raw_000001_000302.ppm;31;31;5;5;25;26;1
2403;raw_000001_000303.ppm;34;34;5;6;29;29;1
2404;raw_000001_000304.ppm;34;35;5;6;29;30;1
2405;raw_000001_000305.ppm;35;35;5;5;30;30;1
2406;raw_000001_000306.ppm;37;36;5;5;31;31;1
2407;raw_000001_000307.ppm;38;34;5;5;33;29;1
2408;raw_000001_000308.ppm;40;37;5;6;35;32;1
2409;raw_000001_000309.ppm;43;38;6;6;37;33;1
2410;raw_000001_000310.ppm;44;40;6;6;39;35;1
2411;raw_000001_000311.ppm;47;42;6;5;42;37;1
2412;raw_000001_000312.ppm;50;45;6;5;45;40;1
2413;raw_000001_000313.ppm;50;46;6;5;45;41;1
2414;raw_000001_000314.ppm;53;52;5;5;48;47;1
2415;raw_000001_000315.ppm;56;50;6;5;51;45;1
2416;raw_000001_000316.ppm;57;53;6;6;52;47;1
2417;raw_000001_000317.ppm;60;55;6;5;55;49;1
2418;raw_000001_000318.ppm;62;57;6;6;57;52;1
2419;raw_000001_000319.ppm;62;59;5;5;57;53;1
2420;raw_000001_000320.ppm;65;61;6;6;60;56;1
2421;raw_000001_000321.ppm;69;63;6;6;62;57;1
2422;raw_000001_000322.ppm;70;64;7;5;63;59;1
2423;raw_000001_000323.ppm;71;69;6;6;65;63;1
2424;raw_000001_000324.ppm;74;71;7;6;67;64;1
2425;raw_000001_000325.ppm;73;73;6;7;67;67;1
2426;raw_000001_000326.ppm;79;74;7;6;72;68;1
2427;raw_000001_000327.ppm;81;80;7;8;74;73;1
2428;raw_000001_000328.ppm;73;74;6;7;67;68;1
2429;raw_000001_000329.ppm;74;74;6;6;68;68;1
2430;raw_000001_000330.ppm;38;40;6;5;33;35;1
2431;raw_000001_000331.ppm;36;39;5;5;31;34;1
2432;raw_000001_000332.ppm;38;39;6;5;33;34;1
2433;raw_000001_000333.ppm;40;42;6;5;35;37;1
2434;raw_000001_000334.ppm;40;43;6;6;35;38;1
2435;raw_000001_000335.ppm;40;45;5;6;35;40;1
2436;raw_000001_000336.ppm;40;45;5;6;35;40;1
2437;raw_000001_000337.ppm;41;45;5;5;36;40;1
2438;raw_000001_000338.ppm;41;45;5;5;36;40;1
2439;raw_000001_000339.ppm;43;46;6;6;38;41;1
2440;raw_000001_000340.ppm;42;44;6;6;37;39;1
2441;raw_000001_000341.ppm;42;47;5;5;37;42;1
2442;raw_000001_000342.ppm;42;49;5;5;37;44;1
2443;raw_000001_000343.ppm;42;49;5;5;37;44;1
2444;raw_000001_000344.ppm;43;51;5;6;38;46;1
2445;raw_000001_000345.ppm;44;50;6;6;39;45;1
2446;raw_000001_000346.ppm;44;49;5;5;39;44;1
2447;raw_000001_000347.ppm;46;52;5;6;41;47;1
2448;raw_000001_000348.ppm;54;61;6;6;49;56;1
2449;raw_000001_000349.ppm;54;63;5;6;49;58;1
2450;raw_000001_000350.ppm;55;64;5;6;50;59;1
2451;raw_000001_000351.ppm;57;67;6;6;52;61;1
2452;raw_000001_000352.ppm;57;70;5;6;52;64;1
2453;raw_000001_000353.ppm;59;72;5;6;54;66;1
2454;raw_000001_000354.ppm;62;76;6;7;57;70;1
2455;raw_000001_000355.ppm;63;81;6;8;58;74;1
2456;raw_000001_000356.ppm;63;84;5;7;58;77;1
2457;raw_000001_000357.ppm;65;89;6;8;60;82;1
2458;raw_000001_000358.ppm;70;97;7;9;64;89;1
2459;raw_000001_000359.ppm;71;100;6;9;65;92;1
2460;raw_000001_000360.ppm;34;32;5;6;29;27;1
2461;raw_000001_000361.ppm;36;34;5;6;31;29;1
2462;raw_000001_000362.ppm;38;34;6;5;33;29;1
2463;raw_000001_000363.ppm;38;34;6;5;33;29;1
2464;raw_000001_000364.ppm;39;35;6;6;34;30;1
2465;raw_000001_000365.ppm;40;35;6;5;35;30;1
2466;raw_000001_000366.ppm;42;37;6;5;36;31;1
2467;raw_000001_000367.ppm;42;38;5;5;37;33;1
2468;raw_000001_000368.ppm;44;40;6;6;39;35;1
2469;raw_000001_000369.ppm;45;42;5;6;40;37;1
2470;raw_000001_000370.ppm;48;44;6;6;43;39;1
2471;raw_000001_000371.ppm;49;44;6;5;44;39;1
2472;raw_000001_000372.ppm;51;46;6;5;46;41;1
2473;raw_000001_000373.ppm;52;49;5;6;47;43;1
2474;raw_000001_000374.ppm;55;51;5;6;50;46;1
2475;raw_000001_000375.ppm;54;49;6;5;49;44;1
2476;raw_000001_000376.ppm;57;50;5;5;51;45;1
2477;raw_000001_000377.ppm;61;54;6;5;56;48;1
2478;raw_000001_000378.ppm;64;57;5;6;58;52;1
2479;raw_000001_000379.ppm;69;59;7;5;63;54;1
2480;raw_000001_000380.ppm;70;63;6;6;64;58;1
2481;raw_000001_000381.ppm;70;63;6;5;64;58;1
2482;raw_000001_000382.ppm;73;68;7;7;67;62;1
2483;raw_000001_000383.ppm;76;70;6;6;70;64;1
2484;raw_000001_000384.ppm;86;76;7;6;79;70;1
2485;raw_000001_000385.ppm;87;79;7;7;80;72;1
2486;raw_000001_000386.ppm;88;81;7;8;80;73;1
2487;raw_000001_000387.ppm;96;84;9;8;88;77;1
2488;raw_000001_000388.ppm;98;86;9;7;90;78;1
2489;raw_000001_000389.ppm;105;93;10;9;96;85;1
2490;raw_000001_000390.ppm;41;36;6;5;36;31;1
2491;raw_000001_000391.ppm;42;37;6;5;37;32;1
2492;raw_000001_000392.ppm;41;38;6;6;36;33;1
2493;raw_000001_000393.ppm;41;37;6;5;36;32;1
2494;raw_000001_000394.ppm;41;37;5;5;35;32;1
2495;raw_000001_000395.ppm;42;38;6;6;37;33;1
2496;raw_000001_000396.ppm;42;39;6;6;37;34;1
2497;raw_000001_000397.ppm;43;40;5;6;37;35;1
2498;raw_000001_000398.ppm;45;41;5;5;40;36;1
2499;raw_000001_000399.ppm;48;43;6;5;43;38;1
2500;raw_000001_000400.ppm;49;46;5;6;43;40;1
2501;raw_000001_000401.ppm;47;44;6;6;42;39;1
2502;raw_000001_000402.ppm;46;45;5;6;41;40;1
2503;raw_000001_000403.ppm;50;47;6;5;44;41;1
2504;raw_000001_000404.ppm;51;49;6;6;46;44;1
2505;raw_000001_000405.ppm;52;48;5;5;47;42;1
2506;raw_000001_000406.ppm;54;50;5;5;49;45;1
2507;raw_000001_000407.ppm;55;51;5;5;50;46;1
2508;raw_000001_000408.ppm;59;53;6;6;54;48;1
2509;raw_000001_000409.ppm;65;57;6;6;60;52;1
2510;raw_000001_000410.ppm;70;59;7;5;64;53;1
2511;raw_000001_000411.ppm;68;61;6;6;62;56;1
2512;raw_000001_000412.ppm;72;62;6;5;65;57;1
2513;raw_000001_000413.ppm;73;65;6;5;67;59;1
2514;raw_000001_000414.ppm;80;67;7;6;73;61;1
2515;raw_000001_000415.ppm;81;69;8;6;73;62;1
2516;raw_000001_000416.ppm;71;64;6;5;65;59;1
2517;raw_000001_000417.ppm;75;70;7;7;69;63;1
2518;raw_000001_000418.ppm;82;71;8;7;74;65;1
2519;raw_000001_000419.ppm;86;74;8;7;78;67;1
2520;raw_000001_000420.ppm;44;40;6;5;39;35;1
2521;raw_000001_000421.ppm;45;40;6;5;39;35;1
2522;raw_000001_000422.ppm;45;42;5;6;39;37;1
2523;raw_000001_000423.ppm;46;43;6;6;41;38;1
2524;raw_000001_000424.ppm;48;43;6;5;42;38;1
2525;raw_000001_000425.ppm;48;44;5;5;42;39;1
2526;raw_000001_000426.ppm;50;46;6;6;44;40;1
2527;raw_000001_000427.ppm;51;46;6;5;46;41;1
2528;raw_000001_000428.ppm;51;48;5;6;46;43;1
2529;raw_000001_000429.ppm;54;50;6;6;49;45;1
2530;raw_000001_000430.ppm;55;51;5;6;49;46;1
2531;raw_000001_000431.ppm;58;53;6;6;52;47;1
2532;raw_000001_000432.ppm;60;55;6;6;54;49;1
2533;raw_000001_000433.ppm;61;56;6;6;56;51;1
2534;raw_000001_000434.ppm;64;58;6;5;59;52;1
2535;raw_000001_000435.ppm;67;60;6;5;61;54;1
2536;raw_000001_000436.ppm;70;61;6;5;63;56;1
2537;raw_000001_000437.ppm;74;68;7;7;68;62;1
2538;raw_000001_000438.ppm;76;71;6;7;70;65;1
2539;raw_000001_000439.ppm;83;74;7;6;76;68;1
2540;raw_000001_000440.ppm;87;79;7;7;80;72;1
2541;raw_000001_000441.ppm;93;81;8;7;85;74;1
2542;raw_000001_000442.ppm;98;87;8;7;90;79;1
2543;raw_000001_000443.ppm;106;94;10;8;97;86;1
2544;raw_000001_000444.ppm;119;108;11;10;109;99;1
2545;raw_000001_000445.ppm;124;114;11;10;114;104;1
2546;raw_000001_000446.ppm;130;121;11;11;119;111;1
2547;raw_000001_000447.ppm;141;133;12;12;129;122;1
2548;raw_000001_000448.ppm;152;143;13;12;138;131;1
2549;raw_000001_000449.ppm;169;160;15;14;155;146;1
2550;raw_000001_000450.ppm;58;55;5;5;53;50;1
2551;raw_000001_000451.ppm;60;56;6;5;55;51;1
2552;raw_000001_000452.ppm;60;58;5;5;55;52;1
